trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
293,False,"{'a': 0.1, 'e': 0.053397038145197084}",20,10,7.373198405223761,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.05286572873835037}",20,3,-15.300378360714179,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.1, 'e': 0.05233970594843238}",30,18,25.7630935723884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.05181891717272583}",25,13,21.535951404604585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.05130331033191911}",35,24,16.509643093750526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.0507928338648985}",20,3,16.686211225750323,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.050287436723591865}",30,19,19.51437621603285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.049787068367863944}",20,10,15.132061001596053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,10,19.51380421197714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,12,35.35315914041648,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,13,21.123499118335523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,17,25.219959601869085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,5,45.898555845542234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,5,29.91215624578302,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,14,11.45315946796217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,7,32.632919216230164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,0,31.087099336389954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",20,9,19.48561047925419,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
